"","불량","adress","contents","time","money","career","sex","age","education","employment","personnel","period","week","close","detail_adress","realtime"
"4206",1,"전주시 효자동1","링크타임[단기,투잡] 지역별, 동네별 단기 투잡으로 일 하실 분을 모","11:00~17:00","시급12,000","무관(신입+경력)","성별무관","19세 이상(2001년 이후 출생자) 고연령자 가능","학력무관","아르바이트, 파견직","0명 (10명 미만)","1주일이하 (근무날짜: 5월 14일 ~ 5월 20일)","주3일 (요일협의가능)","2019년 5월 13일(월) ~ 상시모집","전북 전주시 완산구 따박골3길 37-15<U+00A0>166-30<U+00A0>전북 전주시 완산구 효자동1가","6"
"4207",1,"군산시 조촌동","멕시카나 조촌(전북)배달구합니다","15:00~24:00","시급8,500","무관(신입+경력)","남자","21세(1999년생) ~ 50세(1970년생) 미성년자 불가","학력무관","아르바이트","0명 (10명 미만)","6개월~1년 (기간협의가능)","월~일 (요일협의가능 : 주1일 휴무)","2019년 5월 13일(월) ~ 상시모집","전북 군산시 조촌4길 13<U+00A0>멕시카나 조촌점<U+00A0>전북 군산시 조촌동","9"
"4208",1,"군산시 조촌동","멕시카나 조촌(전북)배달구합니다","15:00~24:00","시급8,500","무관(신입+경력)","남자","21세(1999년생) ~ 50세(1970년생) 미성년자 불가","학력무관","아르바이트","0명 (10명 미만)","6개월~1년 (기간협의가능)","월~일 (요일협의가능 : 주1일 휴무)","2019년 5월 13일(월) ~ 상시모집","전북 군산시 조촌4길 13<U+00A0>멕시카나 조촌점<U+00A0>전북 군산시 조촌동","9"
"4209",1,"전주시 효자동2","대방건설【   급  구 /강력추천 】 직영 구인 구합니다","07:00~16:30","일급95,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트, 정규직, 계약직","0명 (10명 미만)","3개월~6개월","주6일","2019년 5월 8일(수) ~ 상시모집","전북 전주시 완산구 강변로 2<U+00A0>.<U+00A0>전북 전주시 완산구 효자동2가","9.5"
"4210",1,"전주시 송천동2","(주)동화세상에듀코일대일 방문교사 모집(국,영,수,사,과)","09:00~17:00","월급2,400,000","무관(신입+경력)","성별무관","23세(1997년생) ~ 40세(1980년생) 미성년자 불가","대학교(4년)졸업 이상","위촉직(프리랜서)","2명","1년이상 (수습기간있음)","월~금","2019년 5월 13일(월) ~ 2019년 5월 17일(금)
D-DAY 3 ","전북 전주시 덕진구 가리내로 650<U+00A0>열방빌딩5층<U+00A0>전북 전주시 덕진구 송천동2가","8"
"4211",1,"김제시 검산동","웅진씽크빅 김제지국일5시간 방문.공부방.센터교사 모십니다~","15:00~20:00","월급1,400,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","위촉직(프리랜서)","1명","1년이상","월~금","2019년 5월 13일(월) ~ 2019년 5월 18일(토)
D-DAY 4 ","전북 김제시 도작로 104<U+00A0>전원빌딩3층 웅진씽크빅<U+00A0>전북 김제시 검산동","5"
"4212",1,"전주시 인후동2","맥도날드 전주 인후 DT[평일&주말] 전주 인후점 맥도날드에서 함께 일할 아르바이트","시간협의","시급8,350","성별 성별무관","연령 연령무관 ","학력 학력무관","","아르바이트","00명 (100명 미만)","1년이상 (기간협의가능)","요일협의","2019년 5월 13일(월) ~ 2019년 5월 26일(일)","홈페이지www.mcalba.co.kr/m/appstrap/recruit_view.asp?idx=403249","없음"
"4213",1,"익산시 전체","교촌치킨 익산 영등1호[주6일(일~금),  라이더(배달) 구합니다]","17:00~01:00","시급9,500","경력(1년 이상)","남자","21세(1999년생) ~ 35세(1985년생) 미성년자 불가","학력무관","아르바이트, 정규직, 계약직","1명","6개월~1년","월, 화, 수, 목, 금, 일요일","2019년 5월 13일(월) ~ 상시모집","전북 익산시 고봉로24길 29<U+00A0>교촌치킨<U+00A0>전북 익산시 전체","16"
"4214",1,"익산시 전체","웅진씽크빅 익산서부지국나를위한 최고의 선택(웅진씽크빅 학습센터  선생님 모집)","14:00~21:00","월급1,600,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","위촉직(프리랜서)","1명","1년이상","월~금 (요일협의가능 : 주3일)","2019년 5월 13일(월) ~ 2019년 5월 16일(목)
D-DAY 2 ","전북 익산시 선화로1길 12<U+00A0>웅진북클럽 모현 학습센터<U+00A0>전북 익산시 전체","7"
"4215",1,"익산시 전체","웅진씽크빅 익산서부지국나를위한 최고의 선택(웅진씽크빅 학습센터  선생님 모집)","14:00~21:00","월급1,600,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","위촉직(프리랜서)","1명","1년이상","월~금 (요일협의가능 : 주3일)","2019년 5월 13일(월) ~ 2019년 5월 16일(목)
D-DAY 2 ","전북 익산시 선화로1길 12<U+00A0>웅진북클럽 모현 학습센터<U+00A0>전북 익산시 전체","7"
"4216",1,"군산시 전체","피자알볼로 군산점피자 알볼로(평일,주말)배달알바 구합니다","18:00~23:30","시급10,030","무관(신입+경력)","남자","31세(1989년생) ~ 50세(1970년생) 미성년자 불가","학력무관","아르바이트","1명","3개월~6개월","주6일","2019년 5월 10일(금) ~ 상시모집","전북 군산시 백토로 217<U+00A0>피자알볼로 군산점<U+00A0>전북 군산시 전체","5.5"
"4217",1,"전주시 덕진동1","CU 전주행복점평일 저녁 아르바이트 모집","19:00~23:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","1명","6개월~1년","주5일 (요일협의가능)","2019년 5월 10일(금) ~ 상시모집","전북 전주시 덕진구 덕진동1가<U+00A0>덕진광장 내<U+00A0>전북 전주시 덕진구 덕진동1가","4"
"4218",1,"전주시 송천동1","GS25전주서호점평일야간(2일또는3일)알바구합니다","23:00~08:30","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","0명 (10명 미만)","1년이상 (수습기간있음, 기간협의가능)","주3일 (요일협의가능)","2019년 5월 13일(월) ~ 상시모집","전북 전주시 덕진구 송천로 36<U+00A0>1층gs25<U+00A0>전북 전주시 덕진구 송천동1가","15.5"
"4219",1,"전주시 전체","교촌치킨 안행교촌치킨안행점 평일  홀서빙","06:00~01:00","시급8,350","무관(신입+경력)","성별무관","20세(2000년생) ~ 30세(1990년생) 미성년자 불가","학력무관","아르바이트","1명","6개월~1년 (수습기간있음)","주2일","2019년 5월 13일(월) ~ 상시모집","전북 전주시 완산구 효동2길 1<U+00A0>(광진주택전시관)교촌치킨안행점<U+00A0>전북 전주시 완산구 전체","5"
"4220",1,"전주시 여의동","GS25전주서부로점gs25 전주서부로점 주말 오후 아르바이트직원 구합","15:00~22:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","0명 (10명 미만)","1개월~3개월 (기간협의가능)","주2일","2019년 5월 13일(월) ~ 상시모집","전북 전주시 덕진구 온고을로 480<U+00A0>(여의동)<U+00A0>전북 전주시 덕진구 여의동","7"
"4221",1,"전주시 효자동2","CU 효자휴먼시아점CU효자휴먼시아점 매장관리 아르바이트 모집합니다","22:00~10:00","시급8,350","무관(신입+경력)","성별무관","21세(1999년생) ~ 45세(1975년생) 미성년자 불가","학력무관","아르바이트","1명","1년이상 (수습기간있음)","금요일","2019년 5월 13일(월) ~ 상시모집","전북 전주시 완산구 호암로 87<U+00A0>(효자휴먼시아5단지아파트)<U+00A0>전북 전주시 완산구 효자동2가","12"
"4222",1,"전주시 중화산동","세븐일레븐 전주신동아점아르바이트 모집","24:00~07:00","시급8,350","경력(연차무관)","남자","22세(1998년생) ~ 30세(1990년생) 미성년자 불가","대학(2,3년)졸업 이상","아르바이트, 정규직, 계약직","1명","3개월~6개월 (수습기간있음)","주3일","2019년 5월 13일(월) ~ 상시모집","전주시 완산구 메너머 1길 26-6<U+00A0>중화산동2가<U+00A0>전북 전주시 완산구 중화산동2가","17"
"4223",1,"전주시 여의동","GS25전주서부로점gs25 전주서부로점 주말 오전 아르바이트직원 구합","08:00~15:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","0명 (10명 미만)","1개월~3개월 (기간협의가능)","주2일","2019년 5월 13일(월) ~ 상시모집","전북 전주시 덕진구 온고을로 480<U+00A0>(여의동)<U+00A0>전북 전주시 덕진구 여의동","7"
"4224",1,"전주시 효자동3","한국골프캐디협회골프캐디남.여(월400만)/출퇴근/사원기숙사제공","09:00~18:00","월급4,000,000","신입","성별무관","연령무관 ","고등학교 졸업 이상","정규직","00명 (100명 미만)","1년이상 (기간협의가능)","주6일 (요일협의가능)","2019년 5월 14일(화) ~ 2019년 6월 3일(월)",".<U+00A0>.<U+00A0>전북 전주시 완산구 효자동3가","9"
"4225",1,"전주시 전체","(주)현대렌탈케어 전주지국정수기 필터교체 케어매니저 모집(초보환영)","09:00~18:00","월급2,500,000","무관(신입+경력)","성별무관","30세(1990년생) ~ 49세(1971년생) 미성년자 불가","학력무관","위촉직(프리랜서)","3명","1년이상 (기간협의가능)","주5일","2019년 5월 13일(월) ~ 2019년 5월 17일(금)
D-DAY 3 ","전북 전주시 덕진구 동부대로 375<U+00A0>1층 현대렌탈케어<U+00A0>전북 전주시 완산구 전체","9"
"4226",1,"전주시 중동","도미노피자 전주혁신점전주혁신점 직원 , 배달알바 구인합니다.","11:00~22:30","시급9,500","무관(신입+경력)","성별무관","21세(1999년생) ~ 40세(1980년생) 미성년자 불가","고등학교 졸업 이상","정규직","0명 (10명 미만)","1년이상","월, 화, 수, 목, 금, 토, 일요일","2019년 5월 11일(토) ~ 상시모집","775-2번지<U+00A0>1층 도미노피자<U+00A0>전북 전주시 덕진구 중동","11.5"
"4227",1,"전주시 중동","도미노피자 전주혁신점전주혁신점 직원 , 배달알바 구인합니다.","11:00~22:30","시급9,500","무관(신입+경력)","성별무관","21세(1999년생) ~ 40세(1980년생) 미성년자 불가","고등학교 졸업 이상","정규직","0명 (10명 미만)","1년이상","월, 화, 수, 목, 금, 토, 일요일","2019년 5월 11일(토) ~ 상시모집","775-2번지<U+00A0>1층 도미노피자<U+00A0>전북 전주시 덕진구 중동","11.5"
"4228",1,"전주시 중동","도미노피자 전주혁신점전주혁신점 직원 , 배달알바 구인합니다.","11:00~22:30","시급9,500","무관(신입+경력)","성별무관","21세(1999년생) ~ 40세(1980년생) 미성년자 불가","고등학교 졸업 이상","정규직","0명 (10명 미만)","1년이상","월, 화, 수, 목, 금, 토, 일요일","2019년 5월 11일(토) ~ 상시모집","775-2번지<U+00A0>1층 도미노피자<U+00A0>전북 전주시 덕진구 중동","11.5"
"4229",1,"전주시 중동","도미노피자 전주혁신점전주혁신점 직원 , 배달알바 구인합니다.","11:00~22:30","시급9,500","무관(신입+경력)","성별무관","21세(1999년생) ~ 40세(1980년생) 미성년자 불가","고등학교 졸업 이상","정규직","0명 (10명 미만)","1년이상","월, 화, 수, 목, 금, 토, 일요일","2019년 5월 11일(토) ~ 상시모집","775-2번지<U+00A0>1층 도미노피자<U+00A0>전북 전주시 덕진구 중동","11.5"
"4230",1,"전주시 중동","도미노피자 전주혁신점전주혁신점 직원 , 배달알바 구인합니다.","11:00~22:30","시급9,500","무관(신입+경력)","성별무관","21세(1999년생) ~ 40세(1980년생) 미성년자 불가","고등학교 졸업 이상","정규직","0명 (10명 미만)","1년이상","월, 화, 수, 목, 금, 토, 일요일","2019년 5월 11일(토) ~ 상시모집","775-2번지<U+00A0>1층 도미노피자<U+00A0>전북 전주시 덕진구 중동","11.5"
"4231",1,"전주시 평화동1","롯데리아 전주평화점롯데리아 전주평화점 배달사원 (라이더) 모집","00:00~24:00","시급8,450","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","00명 (100명 미만)","3개월~6개월 (기간협의가능)","월~일 (요일협의가능)","2019년 5월 11일(토) ~ 상시모집","전북 전주시 완산구 모악로 4754<U+00A0>롯데리아 전주평화점<U+00A0>전북 전주시 완산구 평화동1가","24"
"4232",1,"전주시 평화동1","롯데리아 전주평화점롯데리아 전주평화점 배달사원 (라이더) 모집","00:00~24:00","시급8,450","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","00명 (100명 미만)","3개월~6개월 (기간협의가능)","월~일 (요일협의가능)","2019년 5월 11일(토) ~ 상시모집","전북 전주시 완산구 모악로 4754<U+00A0>롯데리아 전주평화점<U+00A0>전북 전주시 완산구 평화동1가","24"
"4233",1,"전주시 평화동1","롯데리아 전주평화점롯데리아 전주평화점 배달사원 (라이더) 모집","00:00~24:00","시급8,450","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","00명 (100명 미만)","3개월~6개월 (기간협의가능)","월~일 (요일협의가능)","2019년 5월 11일(토) ~ 상시모집","전북 전주시 완산구 모악로 4754<U+00A0>롯데리아 전주평화점<U+00A0>전북 전주시 완산구 평화동1가","24"
"4234",1,"전주시 평화동1","롯데리아 전주평화점롯데리아 전주평화점 배달사원 (라이더) 모집","00:00~24:00","시급8,450","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","00명 (100명 미만)","3개월~6개월 (기간협의가능)","월~일 (요일협의가능)","2019년 5월 11일(토) ~ 상시모집","전북 전주시 완산구 모악로 4754<U+00A0>롯데리아 전주평화점<U+00A0>전북 전주시 완산구 평화동1가","24"
"4235",1,"전주시 송천동1","가나로지스(주)&최고의꿀알바&일당 13만원 야간 물류알바 大모집&","20:00~07:20","일급130,000","무관(신입+경력)","성별무관","20세(2000년생) ~ 55세(1965년생) 고연령자 가능 미성년자 불가","학력무관","아르바이트, 정규직, 계약직, 파견직, 인턴직","00명 (100명 미만)","1년이상 (기간협의가능)","주6일","2019년 5월 13일(월) ~ 상시모집","전북 전주시 덕진구 가리내로 500<U+00A0>4<U+00A0>전북 전주시 덕진구 송천동1가","13.33"
"4236",1,"전주시 우아동3","세븐일레븐 전주이편한세상점세븐일레븐 이편한세상점(우아동) 주말야간 알바구함","22:00~08:00","시급8,350","무관(신입+경력)","성별무관","20세(2000년생) ~ 40세(1980년생) 미성년자 불가","학력무관","아르바이트","1명","3개월~6개월","주말","2019년 5월 13일(월) ~ 상시모집","전북 전주시 덕진구 우아10길 17-20<U+00A0>상가1층<U+00A0>전북 전주시 덕진구 우아동3가","14"
"4237",1,"전주시 효자동2","정가한우전주대 앞 정가한우 오전 알바구해요","11:00~14:00","시급8,350","무관(신입+경력)","남자","23세 이상(1997년 이후 출생자) 고연령자 가능 미성년자 불가","학력무관","아르바이트, 정규직","0명 (10명 미만)","3개월~6개월 (기간협의가능)","주4일 (요일협의가능)","2019년 5월 8일(수) ~ 상시모집","전북 전주시 완산구 후곡길 5-3<U+00A0>(효자동2가) 정가한우<U+00A0>전북 전주시 완산구 효자동2가","3"
"4238",1,"전주시 팔복동1","CU 공단대로점(급구) 평일 야간 STAFF를 구인합니다","00:00~08:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","0명 (10명 미만)","3개월~6개월","월~금","2019년 5월 13일(월) ~ 상시모집","전북 전주시 덕진구 기린대로 702<U+00A0>CU공단대로점<U+00A0>전북 전주시 덕진구 팔복동1가","8"
"4239",1,"군산시 나운동","돈 모아서 살거사자[월평균450] 지금 당신의 미래에 투표하세요. 3년간 1억 모으","08:00~18:00","월급4,500,000","무관(신입+경력)","성별무관","24세(1996년생) ~ 59세(1961년생) 고연령자 가능 미성년자 불가","학력무관","계약직, 파견직","2명","1년이상","월~토","2019년 5월 13일(월) ~ 2019년 5월 19일(일)
D-DAY 5 ","전북 군산시 백토로 117<U+00A0>(군산나운주공5단지아파트)<U+00A0>전북 군산시 나운동","10"
"4240",1,"전주시 인후동1","교촌치킨 전주 아중교촌치킨 아중점 배달직원 구인","18:00~01:00","월급1,700,000","무관(신입+경력)","성별무관","20세(2000년생) ~ 55세(1965년생) 고연령자 가능 미성년자 불가","학력무관","아르바이트, 정규직, 계약직","0명 (10명 미만)","6개월~1년 (기간협의가능)","주6일 (요일협의가능)","2019년 5월 13일(월) ~ 상시모집","전북 전주시 덕진구 건산로 216<U+00A0>한솔빌딩 1층<U+00A0>전북 전주시 덕진구 인후동1가","17"
"4241",1,"전주시 효자동3","GS25전북도청점GS25 전북도청점 스토어매니저 모집","00:00~08:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","1명","1년이상 (기간협의가능)","주말","2019년 5월 13일(월) ~ 상시모집","전북 전주시 완산구 홍산남로 51, 104호<U+00A0><U+00A0>전북 전주시 완산구 효자동3가","8"
"4242",1,"전주시 서신동","돈 모아서 살거사자[월평균450] 지금 당신의 미래에 투표하세요. 3년간 1억 모으","08:00~18:00","월급4,500,000","무관(신입+경력)","성별무관","24세(1996년생) ~ 59세(1961년생) 고연령자 가능 미성년자 불가","학력무관","계약직, 파견직","2명","1년이상","월~토","2019년 5월 13일(월) ~ 2019년 5월 19일(일)
D-DAY 5 ","전북 전주시 완산구 서신로 90<U+00A0>(현대아파트)<U+00A0>전북 전주시 완산구 서신동","10"
"4243",1,"익산시 영등동","돈 모아서 살거사자[월평균450] 가정의달, 나의 가족들을 위해 돈을 벌어야 할 ","08:00~18:00","월급4,500,000","무관(신입+경력)","성별무관","24세(1996년생) ~ 59세(1961년생) 고연령자 가능 미성년자 불가","학력무관","계약직, 파견직","2명","1년이상","월~토","2019년 5월 13일(월) ~ 2019년 5월 19일(일)
D-DAY 5 ","전북 익산시 고봉로30길 43<U+00A0>(비사벌아파트)<U+00A0>전북 익산시 영등동","10"
"4244",1,"전주시 송천동1","GS25송천자이언트점GS25 송천자이언트점 평일 야간 근무자 구합니다","22:30~09:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","1명","1년이상 (기간협의가능)","요일협의","2019년 5월 11일(토) ~ 상시모집","전북 전주시 덕진구 송천동1가 805번지 케이제이라미<U+00A0><U+00A0>전북 전주시 덕진구 송천동1가","12.5"
"4245",1,"전주시 동산동","GS수퍼마켓 전주동산점GS수퍼전주동산점에서 근무할 인원을 찾습니다.","09:00~16:00 (로테이션)","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트, 정규직","0명 (10명 미만)","1년이상 (수습기간있음)","주5일 (요일협의가능 : 탄력적인 근무제)","2019년 5월 13일(월) ~ 상시모집","전북 전주시 덕진구 쪽구름로 52<U+00A0>GS수퍼마켓<U+00A0>전북 전주시 덕진구 동산동","7"
"4246",1,"군산시 대명동","GS25군산메트로점일요일 근무자 구합니다.","08:00~21:00","시급8,350","무관(신입+경력)","성별무관","20세(2000년생) ~ 40세(1980년생) 미성년자 불가","학력무관","아르바이트","0명 (10명 미만)","6개월~1년 (수습기간있음)","주1일","2019년 5월 12일(일) ~ 상시모집","전북 군산시 대명길 3<U+00A0>(현대메트로타워)상가동 101 GS편의점<U+00A0>전북 군산시 대명동","13"
"4247",1,"전주시 덕진동1","(주)조은물류(초보)야간택배 당일지급 최대14만원 남,녀 분류자및 상하차","20:00~06:00","일급140,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","00명 (100명 미만)","1주일~1개월 (근무날짜: 9월 3일 ~ 10월 3일)","월~일 (요일협의가능 : 1일근무가능(근무기간 선택))","2019년 5월 13일(월) ~ 상시모집","충북 옥천군 이원면 건진2길 65<U+00A0>(건진리)<U+00A0>전북 전주시 덕진구 덕진동1가","14"
"4248",1,"익산시 신동","(주)조은물류(초보)야간택배 당일지급 최대14만원 남,녀 분류자및 상하차","20:00~06:00","일급140,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","00명 (100명 미만)","1주일~1개월 (근무날짜: 9월 3일 ~ 10월 3일)","월~일 (요일협의가능 : 1일근무가능(근무기간 선택))","2019년 5월 13일(월) ~ 상시모집","전북 익산시 동서로 179-14<U+00A0>(신동 동북아파트)<U+00A0>전북 익산시 신동","14"
"4249",1,"익산시 전체","(주)케이티에스글로벌(주)하림 익산공장 단기 아르바이트 모집","08:00~17:00","시급8,350","무관(신입+경력)","성별무관","20세(2000년생) ~ 55세(1965년생) 고연령자 가능 미성년자 불가","학력무관","아르바이트","18명","1개월~3개월","월~토","2019년 5월 13일(월) ~ 2019년 5월 17일(금)
D-DAY 3 ","전북 익산시 망성면 망성로 14<U+00A0>(어량리)<U+00A0>전북 익산시 전체","9"
"4250",1,"익산시 영등동","CU 익산영등점CU 익산영등점 주말 야간 스태프 구합니다","00:00~09:00","시급8,350","무관(신입+경력)","남자","22세(1998년생) ~ 28세(1992년생) 미성년자 불가","학력무관","아르바이트","1명","6개월~1년 (기간협의가능)","주말","2019년 5월 13일(월) ~ 2019년 5월 16일(목)
D-DAY 2 ","전북 익산시 고봉로18길 13<U+00A0>(대청마루)<U+00A0>전북 익산시 영등동","9"
"4251",1,"전주시 효자동2","GS25효자마을점주말 야간 스태프 모셔요","22:00~08:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","0명 (10명 미만)","3개월~6개월 (기간협의가능)","주말 (요일협의가능)","2019년 5월 13일(월) ~ 상시모집","전북 전주시 완산구 봉곡1길 26<U+00A0>(효자동2가),1<U+00A0>전북 전주시 완산구 효자동2가","14"
"4252",1,"군산시 전체","팔팔삼계탕팔팔삼계탕 시급9500원 오전(11-3) 평일.주말 알바구함","11:00~15:00","시급9,500","무관(신입+경력)","남자","21세(1999년생) ~ 26세(1994년생) 미성년자 불가","학력무관","아르바이트","2명","3개월~6개월 (기간협의가능)","월~일 (요일협의가능 : 평일 . 주말)","2019년 5월 13일(월) ~ 상시모집","전북 군산시 구시장로 53<U+00A0>(신영동) 팔팔삼계탕<U+00A0>전북 군산시 전체","4"
"4253",1,"남원시 도통동","웅진씽크빅 남원지국웅진씽크빅 남원지국에서 남원, 순창, 임실지역 방문교사를 ","14:00~21:00","월급2,000,000","무관(신입+경력)","성별무관","연령무관 ","대학(2,3년)졸업 이상","위촉직(프리랜서)","2명","1년이상","월~금 (요일협의가능)","2019년 5월 13일(월) ~ 2019년 5월 31일(금)","전북 남원시 용성로 232<U+00A0>중우빌딩 3층<U+00A0>전북 남원시 도통동","7"
"4254",1,"전북 전체","교촌치킨 안행교촌안행점  라이더","17:00~24:00","시급9,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","정규직","1명","3개월~6개월","주말 (요일협의가능)","2019년 5월 11일(토) ~ 상시모집","전북 전주시 완산구 효동2길 1<U+00A0>교촌안행점<U+00A0>전북 전체 ","7"
"4255",1,"전주시 전체","세븐일레븐 전주로자벨시티점주말 오후 근무자 구함","17:00~24:00","시급8,350","무관(신입+경력)","성별무관","20세(2000년생) ~ 65세(1955년생) 고연령자 가능 미성년자 불가","학력무관","아르바이트","0명 (10명 미만)","1년이상 (수습기간있음, 기간협의가능)","주말","2019년 5월 13일(월) ~ 상시모집","효자로194<U+00A0><U+00A0>전북 전주시 완산구 전체","7"
"4256",1,"전주시 송천동2","돈 모아서 살거사자[월평균450] 가정의달, 나의 가족들을 위해 돈을 벌어야 할 ","08:00~18:00","월급4,500,000","무관(신입+경력)","성별무관","24세(1996년생) ~ 59세(1961년생) 고연령자 가능 미성년자 불가","학력무관","계약직, 파견직","2명","1년이상","월~토","2019년 5월 13일(월) ~ 2019년 5월 19일(일)
D-DAY 5 ","전북 전주시 덕진구 붓내3길 29<U+00A0>(주공아파트)<U+00A0>전북 전주시 덕진구 송천동2가","10"
"4257",1,"전주시 덕진동1","(주)드림물류일당 최대 13만원 야간물류센터 일당아르바이트 大모집","20:00~06:00","일급130,000","무관(신입+경력)","성별무관","20세(2000년생) ~ 55세(1965년생) 고연령자 가능 미성년자 불가","학력무관","아르바이트, 정규직, 계약직, 파견직, 인턴직","00명 (100명 미만)","3개월~6개월 (기간협의가능)","월~일","2019년 5월 13일(월) ~ 상시모집","전북 전주시 덕진구 덕진광장로 3<U+00A0>(시외버스덕진간이정류소)<U+00A0>전북 전주시 덕진구 덕진동1가","14"
"4258",1,"군산시 전체","(주) 씨아이 로지스남,여 홈쇼핑 택배 ( 상,하차,중분류,소화물 ) 현금 최고단가","19:00~07:20","일급120,000","무관(신입+경력)","성별무관","20세(2000년생) ~ 55세(1965년생) 고연령자 가능 미성년자 불가","학력무관","아르바이트, 정규직, 계약직","20명","1개월~3개월","월~금 (요일협의가능)","2019년 5월 13일(월) ~ 상시모집","CJ 대한통운 터미널<U+00A0>123<U+00A0>전북 군산시 전체","12.33"
"4259",1,"군산시 수송동","CU 수송롯데점평일(수/목/금) 주간 , 주말(금/토)야간 근무자 구함","00:00~24:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","0명 (10명 미만)","3개월~6개월 (기간협의가능)","월, 화, 수, 목, 금, 토, 일요일 (요일협의가능)","2019년 5월 13일(월) ~ 2019년 6월 2일(일)","전북 군산시 동수송2길 11<U+00A0>CU 수송롯데점<U+00A0>전북 군산시 수송동","24"
"4260",1,"전주시 전체","GS리테일H&B 랄라블라 전주객사점랄라블라 전주객사점 주말 오픈/미들 부담당 구인","10:00~16:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","2명","3개월~6개월","주말","2019년 5월 11일(토) ~ 2019년 5월 16일(목)
D-DAY 2 ","전주시 완산구 전주객사 5길 36-4<U+00A0>1층 랄라블라<U+00A0>전북 전주시 완산구 전체","6"
"4261",1,"전주시 전체","(주)에이치알가온누리소양/지게차 운전원 모집/주5일근무/일급8만원/즉시출근가능","08:00~17:00","일급80,000","무관(신입+경력)","성별무관","연령무관  고연령자 가능","학력무관","아르바이트","1명","3개월~6개월","월~금","2019년 5월 13일(월) ~ 상시모집","전북 완주군 소양면 복은길 46-39<U+00A0>에이치알사람인<U+00A0>전북 전주시 덕진구 전체","9"
"4262",1,"전주시 평화동1","다이소 전주평화사거리점다이소 전주평화사거리점 파트사원 구함","10:00~16:00 (로테이션)","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","0명 (10명 미만)","1년이상","주6일","2019년 5월 11일(토) ~ 2019년 5월 25일(토)","전북 전주시 완산구 모악로 4763<U+00A0>다이소 전주평화사거리점<U+00A0>전북 전주시 완산구 평화동1가","6"
"4263",1,"전주시 인후동2","맥도날드 전주 인후 DT[평일&주말]맥도날드 전주인후DT에서 직원을 모집합니다","시간협의","시급8,350","성별 성별무관","연령 연령무관 ","학력 학력무관","","아르바이트","00명 (100명 미만)","1년이상 (기간협의가능)","요일협의","2019년 5월 11일(토) ~ 2019년 5월 24일(금)","홈페이지www.mcalba.co.kr/m/appstrap/recruit_view.asp?idx=402945","없음"
"4264",1,"전주시 장동","GS25전북혁신마을점gs25전북혁신마을점[평일/야간]알바구합니다","24:00~09:00","시급8,350","무관(신입+경력)","남자","20세(2000년생) ~ 50세(1970년생) 미성년자 불가","학력무관","아르바이트","0명 (10명 미만)","3개월~6개월 (수습기간있음, 기간협의가능)","월, 화, 수요일 (요일협의가능 : 월화수(3일)목금(2일 ))","2019년 5월 14일(화) ~ 상시모집","전북 전주시 덕진구 틀못4길 17<U+00A0>(우미린 2단지)<U+00A0>전북 전주시 덕진구 장동","15"
"4265",1,"전주시 장동","GS25전북혁신마을점gs25전북혁신마을점[평일/야간]알바구합니다","24:00~09:00","시급8,350","무관(신입+경력)","남자","20세(2000년생) ~ 50세(1970년생) 미성년자 불가","학력무관","아르바이트","0명 (10명 미만)","3개월~6개월 (수습기간있음, 기간협의가능)","월, 화, 수요일 (요일협의가능 : 월화수(3일)목금(2일 ))","2019년 5월 14일(화) ~ 상시모집","전북 전주시 덕진구 틀못4길 17<U+00A0>(우미린 2단지)<U+00A0>전북 전주시 덕진구 장동","15"
