"","불량","adress","contents","time","money","career","sex","age","education","employment","personnel","period","week","close","detail_adress","realtime"
"1395",1,"전주시 인후동1","K H T 보험대리점【 KHT보험대리점 】  경리 사무직 여 직원 모집합니다~~~","09:00~18:00","시급8,350","무관(신입+경력)","여자","25세 이상(1995년 이후 출생자) 고연령자 가능 미성년자 불가","학력무관","정규직","0명 (10명 미만)","1년이상 (기간협의가능)","월~금 (요일협의가능)","2019년 5월 8일(수) ~ 상시모집","전북 전주시 덕진구 인후동1가 909-7<U+00A0>아중리<U+00A0>전북 전주시 덕진구 인후동1가","9"
"1396",1,"남원시 도통동","교원웰스 M전주(남원) 주부에게 딱 알맞은 일자리 교원웰스매니저/플래너 모","09:00~18:00","건별210,000","무관(신입+경력)","여자","연령무관  고연령자 가능","학력무관","위촉직(프리랜서)","00명 (100명 미만)","1년이상","주3일","2019년 5월 8일(수) ~ 상시모집","전북 남원시 용성로 232<U+00A0>중우빌딩 2층 교원웰스정수기<U+00A0>전북 남원시 도통동","9"
"1397",1,"군산시 미룡동","미스터포터군산대학교 쪽 영업 및 음식 전달 업무해주실 분 구합니다. ","11:30~19:00","월급1,700,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","위촉직(프리랜서)","1명","3개월~6개월","월~금","2019년 5월 9일(목) ~ 상시모집","전북 군산시 대학로 558<U+00A0>(군산대학교)<U+00A0>전북 군산시 미룡동","7.5"
"1398",1,"전주시 효자동1","참다인정육점{강추} 배우면서 일할실 초보환영, 경력자환영, 남녀무관 / ","00:00~24:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","정규직, 계약직","0명 (10명 미만)","1년이상 (기간협의가능)","월~일 (요일협의가능 : 요일,근무시간,급여 상담후결정)","2019년 5월 9일(목) ~ 상시모집","전북 전주시 완산구 효동2길 3<U+00A0>(참다인정육점)<U+00A0>전북 전주시 완산구 효자동1가","24"
"1399",1,"전주시 우아동2","아중리 진안흑돼지생구이【최고추천 직장】홀써빙 야간직원/파트, 설거지 야간직원 大","22:00~07:00 (로테이션)","시급9,000","무관(신입+경력)","성별무관","연령무관  고연령자 가능","학력무관","아르바이트, 정규직, 계약직","0명 (10명 미만)","6개월~1년","주6일 (요일협의가능 : 근무시간, 등 세부요강 참조 후 전화문의상담/조정가, 전화주세요)","2019년 5월 9일(목) ~ 상시모집","전북 전주시 덕진구 정언신로 173-1<U+00A0>진안흙돼지생구이<U+00A0>전북 전주시 덕진구 우아동2가","15"
"1400",1,"전주시 전체","풀무원녹즙 전주덕진오피스풀무원녹즙배송(오전8시-10시),30세-50세 여성분 모십니다","08:00~10:00","월급1,000,000","무관(신입+경력)","여자","30세(1990년생) ~ 50세(1970년생) 미성년자 불가","학력무관","위촉직(프리랜서)","0명 (10명 미만)","1년이상","월~금","2019년 5월 7일(화) ~ 상시모집","전북 전주시 덕진구 명주3길 28<U+00A0>(인후동2가)<U+00A0>전북 전주시 덕진구 전체","2"
"1401",1,"김제시 신풍동","도미노피자 김제점도미노피자 김제점에서 피자메이커(여) 직원 구합니다.","11:00~22:30","시급8,350","무관(신입+경력)","성별무관","21세(1999년생) ~ 45세(1975년생) 미성년자 불가","학력무관","아르바이트, 정규직","0명 (10명 미만)","6개월~1년","주5일 (요일협의가능)","2019년 5월 5일(일) ~ 상시모집","전북 김제시 동서로 284<U+00A0>도미노피자 김제점<U+00A0>전북 김제시 신풍동","11.5"
"1402",1,"군산시 나운동","웅진씽크빅 군산서부지국센터교사, 재택영어화상교사,방문교사 구합니다","14:00~19:00","월급2,000,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","위촉직(프리랜서)","1명","1년이상","월, 수, 목요일 (요일협의가능)","2019년 5월 9일(목) ~ 2019년 5월 29일(수)","전북 군산시 백토로 114<U+00A0>(광명빌딩)4층<U+00A0>전북 군산시 나운동","5"
"1403",1,"전주시 효자동2","신포우리만두 도청점【급 구 /강력추천 】 주방직원 및주말  홀알바 급구함","17:00~21:30","시급8,350","무관(신입+경력)","여자","21세(1999년생) ~ 50세(1970년생) 미성년자 불가","학력무관","아르바이트, 정규직, 계약직","0명 (10명 미만)","3개월~6개월 (기간협의가능)","주6일 (요일협의가능)","2019년 5월 7일(화) ~ 상시모집","전북 전주시 완산구 홍산남로 52<U+00A0>1155-3<U+00A0>전북 전주시 완산구 효자동2가","4.5"
"1404",1,"군산시 수송동","국선생냉면 화요옥주말 오전 오후 홀서빙및 주말주방보조 구합니다","10:00~21:00","시급8,350","경력(1년 이상)","성별무관","연령무관 ","학력무관","아르바이트","0명 (10명 미만)","1년이상 (수습기간있음)","주말","2019년 5월 9일(목) ~ 상시모집","전북 군산시 신평길 18<U+00A0>국선생냉면<U+00A0>전북 군산시 수송동","11"
"1405",1,"전주시 고사동","이랜드파크 외식사업부 수사[문자지원요망]수사 NC 전주점에서 직원을 모집합니다(시급 ","10:00~15:30","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","0명 (10명 미만)","6개월~1년","주말","2019년 5월 9일(목) ~ 상시모집","전북 전주시 완산구 전주객사5길 35<U+00A0>(엔떼피아) NC웨이브 전주객사점 A관 3층 수사(SOOSA)<U+00A0>전북 전주시 완산구 고사동","5.5"
"1406",1,"전주시 완산구","맥도날드 전주 효자 DT맥도날드 전주효자DT점에서 같이 일할 크루, 라이더를 모집합","시간협의","시급8,350","성별 성별무관","연령 연령무관 ","학력 학력무관","","아르바이트","00명 (100명 미만)","1년이상 (기간협의가능)","요일협의","2019년 5월 8일(수) ~ 2019년 5월 21일(화)","홈페이지www.mcalba.co.kr/m/appstrap/recruit_view.asp?idx=402548","없음"
"1407",1,"전주시 완산구","맥도날드 전주 효자 DT맥도날드 전주효자DT점에서 같이 일할 크루, 라이더를 모집합","시간협의","시급8,350","성별 성별무관","연령 연령무관 ","학력 학력무관","","아르바이트","00명 (100명 미만)","1년이상 (기간협의가능)","요일협의","2019년 5월 8일(수) ~ 2019년 5월 21일(화)","홈페이지www.mcalba.co.kr/m/appstrap/recruit_view.asp?idx=402547","없음"
"1408",1,"정읍시 맥도날드","맥도날드 전북정읍DT맥도날드 전북정읍DT점 크루모집","시간협의","시급8,350","성별 성별무관","연령 연령무관 ","학력 학력무관","","아르바이트","00명 (100명 미만)","1년이상 (기간협의가능)","요일협의","2019년 5월 9일(목) ~ 2019년 5월 22일(수)","홈페이지www.mcalba.co.kr/m/appstrap/recruit_view.asp?idx=402730","없음"
"1409",1,"익산시 남중동","익산어울림주말야간근무자 구합니다","00:00~07:00","시급8,350","무관(신입+경력)","남자","20세(2000년생) ~ 26세(1994년생) 미성년자 불가","고등학교 졸업 이상","아르바이트","1명","6개월~1년","주말","2019년 5월 7일(화) ~ 2019년 5월 13일(월)
D-DAY 4 ","전북 익산시 인북로 324<U+00A0>GS25익산어울림<U+00A0>전북 익산시 남중동","7"
"1410",1,"익산시 전체","세븐일레븐 익산고속터미널점평일주간근무자 구함","17:00~20:00","시급8,350","무관(신입+경력)","성별무관","21세(1999년생) ~ 65세(1955년생) 고연령자 가능 미성년자 불가","학력무관","아르바이트","0명 (10명 미만)","1년이상 (수습기간있음)","월~금","2019년 5월 9일(목) ~ 상시모집","전북 익산시 익산대로 56<U+00A0>(고속버스터미널)<U+00A0>전북 익산시 전체","3"
"1411",1,"군산시 전체","SK매직 군산지국SK매직 군산지국 MC(매직케어)모집","09:00~18:00","월급2,700,000","무관(신입+경력)","여자","30세(1990년생) ~ 50세(1970년생) 미성년자 불가","고등학교 졸업 이상","위촉직(프리랜서)","2명","1년이상 (기간협의가능)","월~금 (요일협의가능 : 주1회 사무실 미팅)","2019년 5월 9일(목) ~ 상시모집","전북 군산시 문화로 53<U+00A0>3층 SK매직<U+00A0>전북 군산시 전체","9"
"1412",1,"전주시 인후동1","NS물류야간물류알바 당일 일당 기본10만원부터 최대13만원 대모집","20:00~06:00","일급120,000","무관(신입+경력)","성별무관","20세(2000년생) ~ 55세(1965년생) 고연령자 가능 미성년자 불가","학력무관","아르바이트, 정규직, 계약직, 파견직, 인턴직","00명 (100명 미만)","3개월~6개월 (기간협의가능)","월~토","2019년 5월 8일(수) ~ 상시모집","전북 전주시 덕진구 건산로 125-23<U+00A0>(인후동1가)<U+00A0>전북 전주시 덕진구 인후동1가","14"
"1413",1,"군산시 조촌동","멕시카나 조촌(전북)배달구합니다","15:00~24:00","시급8,500","무관(신입+경력)","남자","21세(1999년생) ~ 50세(1970년생) 미성년자 불가","학력무관","아르바이트","0명 (10명 미만)","6개월~1년 (기간협의가능)","월~일 (요일협의가능 : 주1일 휴무)","2019년 5월 8일(수) ~ 상시모집","전북 군산시 조촌4길 13<U+00A0>멕시카나 조촌점<U+00A0>전북 군산시 조촌동","9"
"1414",1,"군산시 조촌동","멕시카나 조촌(전북)배달구합니다","15:00~24:00","시급8,500","무관(신입+경력)","남자","21세(1999년생) ~ 50세(1970년생) 미성년자 불가","학력무관","아르바이트","0명 (10명 미만)","6개월~1년 (기간협의가능)","월~일 (요일협의가능 : 주1일 휴무)","2019년 5월 8일(수) ~ 상시모집","전북 군산시 조촌4길 13<U+00A0>멕시카나 조촌점<U+00A0>전북 군산시 조촌동","9"
"1415",1,"전주시 중화산동","면접즉시채용/바짝벌어창업/내집마련[ 추가 2명 ] 27살도 월 550벌고 6시 칼퇴 해요 / 물량多","08:00~18:00","월급5,000,000","무관(신입+경력)","성별무관","22세(1998년생) ~ 58세(1962년생) 고연령자 가능 미성년자 불가","학력무관","계약직, 파견직","2명","1년이상","월~토","2019년 5월 9일(목) ~ 2019년 5월 17일(금)","전북 전주시 완산구 따박골9길 33<U+00A0>신불가능/외국인가능F4,F5/초보/여성/동반근무가능<U+00A0>전북 전주시 완산구 중화산동2가","10"
"1416",1,"완주군 봉동읍","선비꼬마김밥작은분식집  김밥및 조리할 가족찾아요오전8시30~1시30 오후","08:30~01:30","시급8,350","무관(신입+경력)","여자","20세(2000년생) ~ 55세(1965년생) 고연령자 가능 미성년자 불가","학력무관","아르바이트, 정규직","0명 (10명 미만)","6개월~1년 (기간협의가능)","주6일 (요일협의가능 : 주휴수당.퇴직금 지급)","2019년 5월 9일(목) ~ 상시모집","전북 완주군 봉동읍 둔산3로 85<U+00A0>(둔산리)<U+00A0>전북 완주군 봉동읍","7"
"1417",1,"전주시 송천동2","아소비 전북지사(전주 에코시티 데시앙 공부방) 여성창업의 꿈을 누려보세요","14:00~18:00","월급1,700,000","무관(신입+경력)","여자","29세(1991년생) ~ 45세(1975년생) 미성년자 불가","대학(2,3년)졸업 이상","정규직","0명 (10명 미만)","1년이상","주4일","2019년 5월 8일(수) ~ 2019년 5월 14일(화)
D-DAY 5 ","전북 전주시 덕진구 백석로 145<U+00A0>(에코시티데시앙 12블럭)<U+00A0>전북 전주시 덕진구 송천동2가","4"
"1418",1,"익산시 부송동","로얄자카르타[로얄자카르타 부송점]평일, 주말알바 모집","20:00~02:00 (로테이션)","시급8,500","무관(신입+경력)","성별무관","20세(2000년생) ~ 30세(1990년생) 미성년자 불가","학력무관","아르바이트","0명 (10명 미만)","6개월~1년 (기간협의가능)","월, 화, 수, 목, 금, 토, 일요일 (요일협의가능 : 평일(월~목)/주말(금~일))","2019년 5월 7일(화) ~ 2019년 5월 27일(월)","전북 익산시 궁동로 143<U+00A0>로얄쟈카르타<U+00A0>전북 익산시 부송동","18"
"1419",1,"정읍시 수성동","SK매직 정읍지국SK매직 MC케어 모집합니다","09:00~06:00","월급2,700,000","무관(신입+경력)","성별무관","25세(1995년생) ~ 51세(1969년생) 미성년자 불가","학력무관","정규직, 계약직","00명 (100명 미만)","1년이상","월~금 (요일협의가능)","2019년 5월 8일(수) ~ 상시모집","전북 정읍시 수성5로 31-9<U+00A0>SK매직<U+00A0>전북 정읍시 수성동","3"
"1420",1,"완주군 이서면","연수옥 / 전북 완주군 이서면【 홀서빙 】직원 (30세이상 여자) 휴게시간 제공 , 금요일휴","10:00~22:00","월급2,300,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","정규직","0명 (10명 미만)","6개월~1년 (수습기간있음, 기간협의가능)","주6일","2019년 5월 3일(금) ~ 상시모집","전북 완주군 이서면 반교로 105-9<U+00A0>이서 인재개발원앞 / 연수옥<U+00A0>전북 완주군 이서면","12"
"1421",1,"전주시 효자동3","더본코리아 한신포차 전북도청점한신포차 도청점에서 홀아르바이트 구합니다.","20:00~06:00","시급8,400","무관(신입+경력)","성별무관","20세(2000년생) ~ 30세(1990년생) 미성년자 불가","고등학교 졸업 이상","아르바이트, 정규직, 계약직","00명 (100명 미만)","3개월~6개월 (기간협의가능)","주6일 (요일협의가능)","2019년 5월 6일(월) ~ 2019년 5월 26일(일)","전북 전주시 완산구 효자동3가<U+00A0>1536-2<U+00A0>전북 전주시 완산구 효자동3가","14"
"1422",1,"완주군 고산면","CU 완주고산점완주 고산점 cu","16:00~24:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","1명","1년이상 (기간협의가능)","주2일 (요일협의가능)","2019년 5월 8일(수) ~ 상시모집","전북 완주군 고산면 읍내1길 3<U+00A0>고산 cu<U+00A0>전북 완주군 고산면","8"
"1423",1,"군산시 수송동","피자헛 군산수송점[피자헛군산수송점] 함께하면 더 즐거운 피자헛에서 팀원을 ","09:00~23:00 (로테이션)","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","8명","6개월~1년 (기간협의가능)","월~일 (요일협의가능)","2019년 5월 1일(수) ~ 상시모집","전북 군산시 수송6길 22<U+00A0>(수송동) 피자헛<U+00A0>전북 군산시 수송동","14"
"1424",1,"익산시 동산동","교촌치킨 동산교촌치킨 동산점에서 주말 배달 라이더 모집합니다.","18:00~24:00","시급9,500","무관(신입+경력)","남자","24세(1996년생) ~ 45세(1975년생) 미성년자 불가","학력무관","아르바이트","0명 (10명 미만)","6개월~1년 (수습기간있음, 기간협의가능)","주말","2019년 5월 8일(수) ~ 상시모집","주소전라북도 익산시 서동로 95 1층 교촌치킨 동산점<U+00A0>1층 교촌치킨 동산점<U+00A0>전북 익산시 동산동","6"
"1425",1,"익산시 모현동1","아소비 전북지사(익산모현 이편한 공부방)(아소비 공부방)여성창업의 꿈을 누","14:00~18:00","월급1,700,000","무관(신입+경력)","여자","29세(1991년생) ~ 45세(1975년생) 미성년자 불가","대학(2,3년)졸업 이상","정규직","0명 (10명 미만)","1년이상","주4일","2019년 5월 8일(수) ~ 2019년 5월 14일(화)
D-DAY 5 ","전북 익산시 선화로10길 17<U+00A0>(익산e편한세상)<U+00A0>전북 익산시 모현동1가","4"
"1426",1,"전주시 중화산동","GS25우석한방병원점주말 오후 알바 구합니다.","15:00~22:00","시급8,350","무관(신입+경력)","성별무관","연령무관  고연령자 가능","학력무관","아르바이트","0명 (10명 미만)","6개월~1년","주말","2019년 5월 9일(목) ~ 상시모집","전북 전주시 완산구 선너머3길 51<U+00A0>(중화산동2가)<U+00A0>전북 전주시 완산구 중화산동2가","7"
"1427",1,"전주시 중화산동","GS25우석한방병원점주말 오전알바 구합니다.","08:00~15:00","시급8,350","무관(신입+경력)","성별무관","연령무관  고연령자 가능","학력무관","아르바이트","0명 (10명 미만)","6개월~1년","주말","2019년 5월 9일(목) ~ 상시모집","전북 전주시 완산구 선너머3길 51<U+00A0>(중화산동2가)<U+00A0>전북 전주시 완산구 중화산동2가","7"
"1428",1,"군산시 수송동","곱창고 수송점홀서빙 아르바이트 하실 분 구합니다","16:00~02:00","시급8,500","무관(신입+경력)","성별무관","20세(2000년생) ~ 25세(1995년생) 미성년자 불가","학력무관","아르바이트","00명 (100명 미만)","3개월~6개월","월~일 (요일협의가능)","2019년 5월 9일(목) ~ 상시모집","전북 군산시 수송동<U+00A0>동수송4길 15<U+00A0>전북 군산시 수송동","14"
"1429",1,"전주시 효자동2","GS25효자중앙점토일야간알바구함","24:00~07:00","시급8,350","무관(신입+경력)","남자","연령무관 ","학력무관","아르바이트","0명 (10명 미만)","3개월~6개월 (기간협의가능)","주2일","2019년 5월 8일(수) ~ 2019년 5월 12일(일)
D-DAY 3 ","전북 전주시 완산구 구룡1길 33-16<U+00A0>33-16<U+00A0>전북 전주시 완산구 효자동2가","17"
"1430",1,"전주시 중화산동","GS25우석한방병원점주말 야간알바 구합니다.","22:00~08:00","시급8,350","무관(신입+경력)","성별무관","연령무관  고연령자 가능","학력무관","아르바이트","0명 (10명 미만)","6개월~1년","주말","2019년 5월 9일(목) ~ 상시모집","전북 전주시 완산구 선너머3길 51<U+00A0>(중화산동2가)<U+00A0>전북 전주시 완산구 중화산동2가","14"
"1431",1,"김제시 전체","삼성생명[전주/주5일/월220만] 삼성생명 전주연수소 사무보조 채용.(","09:00~18:00","월급2,200,000","무관(신입+경력)","성별무관","연령무관 ","고등학교 졸업 이상","파견직","1명","1년이상","월~금","2019년 5월 8일(수) ~ 2019년 5월 13일(월)
D-DAY 4 ","전북 김제시 금구면 봉두로 132<U+00A0>삼성생명 전주연수소<U+00A0>전북 김제시 전체","9"
"1432",1,"전주시 고사동","얌스객사점【강력추천】주방이모님 & 주말 아르바이트 모집 《《《《《","10:00~21:00 (로테이션)","월급2,300,000","무관(신입+경력)","성별무관","20세 이상(2000년 이후 출생자) 미성년자 불가","학력무관","정규직","00명 (100명 미만)","6개월~1년","주6일","2019년 5월 9일(목) ~ 상시모집","전북 전주시 완산구 전주객사4길 13<U+00A0>얌스객사점<U+00A0>전북 전주시 완산구 고사동","11"
"1433",1,"전주시 동산동","김박사한식요리【급구추천] 주방 및 홀써빙 구함","10:00~15:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트, 정규직, 계약직","1명","3개월~6개월 (기간협의가능)","월~금 (요일협의가능 : 월~수요일도 구함)","2019년 5월 9일(목) ~ 상시모집","전북 전주시 덕진구 동산동<U+00A0>565-15<U+00A0>전북 전주시 덕진구 동산동","5"
"1434",1,"군산시 조촌동","아소비 전북지사(군산 푸르지오 공부방)(아소비 공부방)여성창업의 꿈을 누려","14:00~18:00","월급1,700,000","무관(신입+경력)","여자","29세(1991년생) ~ 45세(1975년생) 미성년자 불가","대학(2,3년)졸업 이상","정규직","00명 (100명 미만)","1년이상","주4일","2019년 5월 8일(수) ~ 2019년 5월 14일(화)
D-DAY 5 ","전북 군산시 궁포2로 20<U+00A0>(군산 디오션시티 푸르지오)<U+00A0>전북 군산시 조촌동","4"
"1435",1,"익산시 어양동","웅진씽크빅 익산동부지국창업지원100(150)공부방개설교사모집/어양.영등.부송.팔봉방","14:00~20:00","월급1,800,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","위촉직(프리랜서)","3명","1년이상 (기간협의가능)","월~금 (요일협의가능)","2019년 5월 7일(화) ~ 2019년 5월 17일(금)","전북 익산시 무왕로 1104<U+00A0>칠성빌딩4층 웅진씽크빅<U+00A0>전북 익산시 어양동","6"
"1436",1,"군산시 전체","(주) 씨아이 로지스남,여 홈쇼핑 택배 ( 상,하차,중분류,소화물 ) 현금 최고단가","19:00~07:20","일급120,000","무관(신입+경력)","성별무관","20세(2000년생) ~ 55세(1965년생) 고연령자 가능 미성년자 불가","학력무관","아르바이트, 정규직, 계약직","20명","1개월~3개월","월~금 (요일협의가능)","2019년 5월 8일(수) ~ 상시모집","CJ 대한통운 터미널<U+00A0>123<U+00A0>전북 군산시 전체","12.33"
"1437",1,"전주시 효자동3","GS25전북도청점GS25 전북도청점 스토어매니저 모집","00:00~08:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","1명","1년이상 (기간협의가능)","주말","2019년 5월 6일(월) ~ 상시모집","전북 전주시 완산구 홍산남로 51, 104호<U+00A0><U+00A0>전북 전주시 완산구 효자동3가","8"
"1438",1,"전주시 삼천동1","자연푸드(주)【 자연푸드(주) 】 현장 직원 및 아르바이트(닭유통업) 모집","08:00~12:00","시급8,350","무관(신입+경력)","남자","20세(2000년생) ~ 49세(1971년생) 미성년자 불가","학력무관","아르바이트, 정규직","00명 (100명 미만)","1년이상 (기간협의가능)","월~토","2019년 5월 2일(목) ~ 상시모집","전북 전주시 완산구 안행1길 14-3<U+00A0>다사랑병원뒤<U+00A0>전북 전주시 완산구 삼천동1가","4"
"1439",1,"군산시 전체","GS25군산옥구점GS25 군산옥구점 주말 오픈 스토어매니저 대모집","05:30~12:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","1명","6개월~1년 (기간협의가능)","주말 (요일협의가능)","2019년 5월 7일(화) ~ 2019년 5월 27일(월)","전북 군산시 옥구읍 옥구로 2<U+00A0>GS25<U+00A0>전북 군산시 전체","6.5"
"1440",1,"전주시 효자동2","양뜰【급구 /시급9000원】홀 직원및 일용직  모집","15:00~23:00","월급2,300,000","무관(신입+경력)","성별무관","20세(2000년생) ~ 27세(1993년생) 미성년자 불가","학력무관","아르바이트, 정규직","0명 (10명 미만)","6개월~1년","주6일 (요일협의가능)","2019년 5월 2일(목) ~ 상시모집","전북 전주시 완산구 홍산1길 4-11<U+00A0>효자동2가<U+00A0>전북 전주시 완산구 효자동2가","8"
"1441",1,"전주시 서신동","(주)기쁨사랑물류남,녀 (야간택배) 최대14만원 정말쉬운 홈쇼핑택배 아르바이","20:00~06:00","일급140,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","00명 (100명 미만)","1주일~1개월 (근무날짜: 9월 3일 ~ 10월 3일)","월~일 (요일협의가능 : 1일근무가능(근무기간 선택))","2019년 5월 9일(목) ~ 상시모집","충북 옥천군 이원면 건진2길 65<U+00A0>(건진리)<U+00A0>전북 전주시 완산구 서신동","14"
"1442",1,"전주시 전체","(주)에이치알사람인꿀.꿀알바/봉동/물품피킹업무/일급78,000원/통근버스운행(전","10:00~19:00","일급78,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트, 계약직","2명","3개월~6개월","주5일","2019년 5월 7일(화) ~ 상시모집","전북 완주군 봉동읍 완주산단2로 282-21<U+00A0>에이치알사람인<U+00A0>전북 전주시 덕진구 전체","9"
"1443",1,"전주시 효자동3","할리스커피 전북도청점할리스커피 전북도청점 PT 모집 (월화수목19시-22시)","19:00~22:00","시급8,350","무관(신입+경력)","성별무관","20세(2000년생) ~ 29세(1991년생) 미성년자 불가","학력무관","아르바이트","1명","6개월~1년","월, 화, 수, 목요일","2019년 5월 7일(화) ~ 2019년 5월 13일(월)
D-DAY 4 ","전북 전주시 완산구 홍산남로 51<U+00A0>(효자동3가)<U+00A0>전북 전주시 완산구 효자동3가","3"
"1444",1,"전주시 전체","웅진씽크빅 아중지국웅진씽크빅 교사모집/주3일가능/유아동종업계우대 정착지원금","13:00~21:00","월급1,800,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","위촉직(프리랜서)","0명 (10명 미만)","1년이상 (기간협의가능)","월~금 (요일협의가능)","2019년 5월 9일(목) ~ 2019년 5월 22일(수)","전북 전주시 덕진구 호성3길 22-3<U+00A0>삼육빌딩3층<U+00A0>전북 전주시 덕진구 전체","8"
"1445",1,"전주시 전체","웅진씽크빅 아중지국웅진씽크빅 교사모집/주3일가능/유아동종업계우대 정착지원금","13:00~21:00","월급1,800,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","위촉직(프리랜서)","0명 (10명 미만)","1년이상 (기간협의가능)","월~금 (요일협의가능)","2019년 5월 9일(목) ~ 2019년 5월 22일(수)","전북 전주시 덕진구 호성3길 22-3<U+00A0>삼육빌딩3층<U+00A0>전북 전주시 덕진구 전체","8"
"1446",1,"전주시 전체","웅진씽크빅 아중지국웅진씽크빅 교사모집/주3일가능/유아동종업계우대 정착지원금","13:00~21:00","월급1,800,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","위촉직(프리랜서)","0명 (10명 미만)","1년이상 (기간협의가능)","월~금 (요일협의가능)","2019년 5월 9일(목) ~ 2019년 5월 22일(수)","전북 전주시 덕진구 호성3길 22-3<U+00A0>삼육빌딩3층<U+00A0>전북 전주시 덕진구 전체","8"
"1447",1,"전주시 전체","웅진씽크빅 아중지국웅진씽크빅 교사모집/주3일가능/유아동종업계우대 정착지원금","13:00~21:00","월급1,800,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","위촉직(프리랜서)","0명 (10명 미만)","1년이상 (기간협의가능)","월~금 (요일협의가능)","2019년 5월 9일(목) ~ 2019년 5월 22일(수)","전북 전주시 덕진구 호성3길 22-3<U+00A0>삼육빌딩3층<U+00A0>전북 전주시 덕진구 전체","8"
"1448",1,"전북 전체","웅진씽크빅 아중지국웅진씽크빅 교사모집/공부방/부영2차 회원지원/정착지원금10","13:00~21:00","월급1,800,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","위촉직(프리랜서)","0명 (10명 미만)","1년이상 (기간협의가능)","월~금 (요일협의가능)","2019년 5월 9일(목) ~ 2019년 5월 22일(수)","전북 전주시 덕진구 호성3길 22-3<U+00A0>삼육빌딩3층<U+00A0>전북 전체 ","8"
"1449",1,"군산시 수송동","이차돌홀매니저, 주방매니저 , 홀알바구함","21:00~01:00","시급8,500","무관(신입+경력)","성별무관","20세 이상(2000년 이후 출생자) 고연령자 가능 미성년자 불가","학력무관","아르바이트, 정규직","0명 (10명 미만)","3개월~6개월 (기간협의가능)","주6일 (요일협의가능)","2019년 4월 15일(월) ~ 상시모집","전북 군산시 수송북로 34<U+00A0>1층<U+00A0>전북 군산시 수송동","20"
"1450",1,"전주시 덕진동2","링크타임[단기,투잡] 지역별, 동네별 단기 투잡으로 일 하실 분을 모","11:00~17:00","시급12,000","무관(신입+경력)","성별무관","19세 이상(2001년 이후 출생자) 고연령자 가능","학력무관","아르바이트, 파견직","0명 (10명 미만)","1주일이하 (근무날짜: 5월 9일 ~ 5월 15일)","주3일 (요일협의가능)","2019년 5월 8일(수) ~ 상시모집","전북 전주시 덕진구 가련산로 23<U+00A0>681-5<U+00A0>전북 전주시 덕진구 덕진동2가","6"
"1451",1,"전주시 중앙동1","링크타임[단기,투잡] 지역별, 동네별 단기 투잡으로 일 하실 분을 모","11:00~17:00","시급12,000","무관(신입+경력)","성별무관","19세 이상(2001년 이후 출생자) 고연령자 가능","학력무관","아르바이트, 파견직","0명 (10명 미만)","1주일이하 (근무날짜: 5월 10일 ~ 5월 16일)","주3일 (요일협의가능)","2019년 5월 9일(목) ~ 상시모집","전북 전주시 완산구 전라감영2길 12-17<U+00A0>65-5<U+00A0>전북 전주시 완산구 중앙동1가","6"
"1452",1,"군산시 소룡동","CU 군산소룡칠성점아르바이트생 모집","23:00~08:00","시급8,350","무관(신입+경력)","성별무관","30세(1990년생) ~ 45세(1975년생) 미성년자 불가","학력무관","아르바이트","1명","1년이상","주말","2019년 5월 6일(월) ~ 2019년 5월 13일(월)
D-DAY 4 ","전북 군산시 소룡길 35<U+00A0>Cu편의점<U+00A0>전북 군산시 소룡동","15"
"1453",1,"정읍시 맥도날드","맥도날드 전북정읍DT맥도날드 전북정읍DT점 크루모집","시간협의","시급8,350","성별 성별무관","연령 연령무관 ","학력 학력무관","","아르바이트","00명 (100명 미만)","1년이상 (기간협의가능)","요일협의","2019년 5월 8일(수) ~ 2019년 5월 15일(수)
D-DAY 6 ","홈페이지www.mcalba.co.kr/m/appstrap/recruit_view.asp?idx=402631","없음"
"1454",1,"전주시 송천동1","가나로지스(주)&최고의꿀알바&일당 13만원 야간 물류알바 大모집&","20:00~07:20","일급130,000","무관(신입+경력)","성별무관","20세(2000년생) ~ 55세(1965년생) 고연령자 가능 미성년자 불가","학력무관","아르바이트, 정규직, 계약직, 파견직, 인턴직","00명 (100명 미만)","1년이상 (기간협의가능)","주6일","2019년 5월 8일(수) ~ 상시모집","전북 전주시 덕진구 가리내로 500<U+00A0>4<U+00A0>전북 전주시 덕진구 송천동1가","13.33"
